index,EN,PT
5052,You'll do it.,Você vai fazer.
5053,You'll do it.,Você vai fazer isso.
5054,You'll do it.,Você o fará.
5055,You're brave.,Você é valente.
5056,You're crazy.,Você é louco.
5057,You're crazy.,Você é doida.
5058,You're crazy.,Você é doido.
5059,You're dying.,Você está morrendo.
5060,You're early.,Você está adiantado.
5061,You're early.,Você está adiantada.
5062,You're fired.,Você está despedido.
5063,You're fired.,Você está despedida.
5064,You're fired.,Vocês estão despedidos.
5065,You're fools.,Vocês são otários.
5066,You're fools.,Vocês são burros.
5067,You're funny.,Você é engraçado.
5068,You're gross!,Você é nojento!
5069,You're gross.,Você é nojento!
5070,You're lucky.,Você é sortudo.
5071,You're lucky.,Você é sortuda.
5072,You're lying!,Você está mentindo.
5073,You're lying!,Você mente!
5074,You're lying!,Você está mentindo!
5075,You're lying.,Você está mentindo.
5076,You're needy.,Você está carente.
5077,You're on TV.,Você está na TV.
5078,You're right.,Você está certa.
5079,You're right.,Você está certo.
5080,You're right.,Você tem razão.
5081,You're scary.,Você é assustador.
5082,You're scary.,Tu és assustador.
5083,You're silly.,És uma naba.
5084,You're silly.,És um nabo.
5085,You're small.,Você é pequeno.
5086,You're small.,Tu és pequeno.
5087,You're smart.,Você é esperto.
5088,You're smart.,Você é esperta.
5089,You're timid.,Você é tímido.
5090,You're timid.,Você é tímida.
5091,You're timid.,Tu és tímido.
5092,You're tired.,Você está cansado.
5093,You're tired.,Tu estás cansado.
5094,You're upset.,Você está chateado.
5095,You're upset.,Tu estás chateado.
5096,You're wrong.,Você está errado.
5097,You're young.,Você é jovem.
5098,You're young.,Vocês são jovens.
5099,You've grown.,Você cresceu.
5100,You've grown.,Vocês cresceram.
5101,You've tried.,Você tentou.
5102,You've tried.,Vocês tentaram.
5103,A car hit Tom.,Um carro bateu em Tom.
5104,A car went by.,Um carro passou.
5105,Ain't he cute?,Ele não é fofinho?
5106,Ain't he cute?,Ele não é bonitinho?
5107,Am I dreaming?,Estou sonhando?
5108,Am I included?,Eu estou incluído?
5109,Am I mistaken?,Estou errado?
5110,Am I safe now?,Estou seguro agora?
5111,Am I too late?,Estou muito atrasado?
5112,Any questions?,Alguma pergunta?
5113,Anything else?,Mais alguma coisa?
5114,Are they busy?,Eles estão ocupados?
5115,Are they busy?,Elas estão ocupadas?
5116,Are they busy?,Eles são ocupados?
5117,Are they dead?,Eles estão mortos?
5118,Are they dead?,Elas estão mortas?
5119,Are they gone?,Eles se foram?
5120,Are they gone?,Elas se foram?
5121,Are they gone?,Eles foram embora?
5122,Are they gone?,Elas foram embora?
5123,Are they here?,Eles estão aqui?
5124,Are they here?,Elas estão aqui?
5125,Are they tall?,Eles são altos?
5126,Are they tall?,Elas são altas?
5127,Are you a fan?,Você é um fã?
5128,Are you a fan?,Tu és um fã?
5129,Are you alone?,Você está só?
5130,Are you angry?,Você está com raiva?
5131,Are you angry?,Você está bravo?
5132,Are you awake?,Você está acordada?
5133,Are you awake?,Você está acordado?
5134,Are you blind?,Você é cego?
5135,Are you blind?,Você é cega?
5136,Are you bored?,Você está entediado?
5137,Are you bored?,Você está entediada?
5138,Are you brave?,Você é corajoso?
5139,Are you crazy?,Estás louco?
5140,Are you crazy?,Você está louco?
5141,Are you crazy?,Você é louco?
5142,Are you dying?,Você está morrendo?
5143,Are you going?,Vocês estão indo?
5144,Are you going?,Vocês estão indo embora?
5145,Are you going?,Você está indo?
5146,Are you going?,Você está indo embora?
5147,Are you happy?,Você está feliz?
5148,Are you happy?,Você é feliz?
5149,Are you lying?,Você está mentindo?
5150,Are you there?,Está aí?
5151,Are you there?,Você está aí?
5152,Are you there?,Vocês estão aí?
5153,Are you there?,Tu estás aí?
5154,Are you tired?,Você está cansado?
5155,Are you tired?,Vocês estão cansados?
5156,Are you tired?,Você está cansada?
5157,Are you tired?,Vocês estão cansadas?
5158,Are you upset?,Você está triste?
5159,Ask Tom again.,Pergunte mais uma vez ao Tom!
5160,Ask an expert.,Pergunte a um especialista.
5161,Be a good boy.,Seja inteligente.
5162,Be reasonable.,Seja razoável.
5163,Beware of dog.,Cuidado com o cão.
5164,Both sat down.,Ambos se sentaram.
5165,Boys run fast.,Os meninos correm rápido.
5166,Bring it back.,Traga de volta.
5167,Bring it back.,Tragam de volta.
5168,Bring it here.,Traga isso aqui.
5169,Bring it here.,Traga aqui.
5170,Bring the key.,Traga a chave.
5171,Burn the body.,Queime o corpo.
5172,Burn the body.,Queimem o corpo.
5173,Buy some toys.,Comprem brinquedos.
5174,Cain was evil.,Cain era malvado.
5175,Cain was evil.,Cain era mau.
5176,Call me later.,Ligue para mim depois!
5177,Call me later.,Me liga depois.
5178,Call security!,Chame a segurança!
5179,Call security!,Chamem a segurança!
5180,Call security.,Chame a segurança.
5181,Can I ask why?,Eu posso perguntar o porquê?
5182,Can I ask why?,Posso perguntar o porquê?
5183,Can I come in?,Posso entrar?
5184,Can I do that?,Posso fazer isso?
5185,Can I do this?,Eu posso fazer isso?
5186,Can I do this?,Posso fazer isso?
5187,Can I do this?,Eu consigo fazer isso?
5188,Can I do this?,Consigo fazer isso?
5189,"Can I go, too?",Posso ir também?
5190,Can I hug you?,Posso abraçá-lo?
5191,Can I hug you?,Eu posso te abraçar?
5192,Can I hug you?,Posso te dar um abraço?
5193,Can Tom drive?,Tom sabe dirigir?
5194,Can you do it?,Você pode fazer isso?
5195,Can you drive?,Você sabe dirigir?
5196,Can you drive?,Vocês sabem dirigir?
5197,Can you leave?,Você pode sair?
5198,Can you leave?,Você consegue sair?
5199,Can you skate?,Você sabe andar de skate?
5200,Can you skate?,Você sabe patinar?
5201,Clean that up.,Limpe isso.
5202,Click to edit.,Clique para editar.
5203,Close the box.,Feche a caixa.
5204,Come back now.,"Agora, volte."
5205,Come get some.,Venha pegar alguns.
5206,Come get some.,Venha pegar algumas.
5207,Come out here.,Venha aqui.
5208,Come out here.,Vem aqui.
5209,Come sit down.,Venha se sentar.
5210,Come this way.,Vem por aqui.
5211,Come together.,Venham ambos.
5212,Come tomorrow.,Venha amanhã.
5213,Come tomorrow.,Venham amanhã.
5214,Could I do it?,Eu poderia fazer isso?
5215,Could it work?,Poderia funcionar?
5216,Could we walk?,Poderíamos caminhar?
5217,Dance with me.,Dança comigo.
5218,Dance with me.,Dance comigo.
5219,Did I ask you?,Eu te pedi?
5220,Did I do that?,Eu fiz isso?
5221,Did Tom laugh?,O Tom riu?
5222,Did Tom reply?,O Tom respondeu?
5223,Do I know Tom?,Eu conheço Tom?
5224,Do I know Tom?,Eu conheço o Tom?
5225,Do I know Tom?,Conheço o Tom?
5226,Do I know him?,Conheço-o?
5227,Do I know you?,Eu conheço-o?
5228,Do I look fat?,Eu pareço gorda?
5229,Do as I asked.,Faça como eu pedi.
5230,Do fish sleep?,Os peixes dormem?
5231,Do it for Tom.,Façam isso pelo Tom.
5232,Do it for Tom.,Faça isso pelo Tom.
5233,Do it with me.,Faça comigo.
5234,Do it with me.,Faz comigo.
5235,Do me a favor.,Faça-me um favor.
5236,Do what I say.,Faça o que eu digo.
5237,Do what I say.,Façam o que eu digo.
5238,Do you get me?,Você me compreende?
5239,Does Tom know?,Tom sabe?
5240,Dogs can swim.,Cachorros nadam.
5241,Dogs can swim.,Cachorros sabem nadar.
5242,Don't be evil.,Não seja mau.
5243,Don't be evil.,Não seja má.
5244,Don't be late.,Não se atrase.
5245,Don't be long.,Não demore.
5246,Don't be mean.,Não seja mau.
5247,Don't be rash.,Não seja precipitado.
5248,Don't be rude.,Não seja grosseiro.
5249,Don't be rude.,Não seja rude.
5250,Don't call me.,Não ligue para mim.
5251,Don't come in.,Não entre.
5252,Don't do that.,Não faça isso.
5253,Don't do that.,Não faça aquilo.
5254,Don't do this.,Não faça isso.
5255,Don't get fat.,Não engorde.
5256,Don't get mad.,Não fique bravo.
5257,Don't get mad.,Não fique brava.
5258,Don't give up!,Não desista!
5259,Don't give up.,Não desista.
5260,Don't go away.,Não vá embora.
5261,Don't go away.,Não se vá.
5262,"Don't go, Tom.","Não vá, Tom."
5263,Don't hang up!,Não desliga!
5264,Don't kiss me.,Não me beije.
5265,Don't look up.,Não olhe para cima.
5266,Don't mind me.,Não ligue para mim.
5267,Don't open it.,Não o abram.
5268,Don't push me!,Não me empurre!
5269,Don't push me.,Não me empurre.
5270,Don't push me.,Não me empurra.
5271,Don't respond.,Não responda.
5272,Don't respond.,Não respondam.
5273,Don't respond.,Não respondas.
5274,Don't risk it!,Não se arrisque!
5275,Don't risk it!,Não se aventure!
5276,Don't rush me.,Não me empurre.
5277,Don't rush me.,Não me empurrem!
5278,Don't tell me.,Não me fale.
5279,Draw a circle.,Desenhe um círculo.
5280,Eat and drink.,Coma e beba.
5281,Eat and drink.,Come e bebe.
5282,Eat something.,Coma algo.
5283,Everyone dies.,Todo mundo morre.
5284,Everyone wins.,Todo mundo ganha.
5285,Everyone wins.,Todo mundo sai ganhando.
5286,Feed the bird.,Alimente o pássaro!
5287,Fill this out.,Preencha isto.
5288,Finish eating.,Termina de comer.
5289,Fix the clock.,Conserte o relógio.
5290,Fix the watch.,Conserta o relógio.
5291,Flowers bloom.,Flores florescem.
5292,Get a move on!,Avante!
5293,Get a move on!,Mexa-se!
5294,Get back here!,Volte aqui!
5295,Get me a beer.,Traga-me uma cerveja.
5296,Get over here.,Venha aqui.
5297,Get over here.,Vem pra cá.
5298,Get some rest.,Descansa um pouco.
5299,Get some rest.,Descanse um pouco.
5300,Get some rest.,Descansem um pouco.
5301,Get up slowly.,Levante-se devagar.
5302,Get up slowly.,Levantem-se devagar.
5303,Get your coat.,Pegue o seu casaco.
5304,Give him time.,Dê-lhe tempo.
5305,"Go ahead, Tom.","Prossiga, Tom."
5306,Go get a beer.,Vá buscar uma cerveja.
5307,Go get a beer.,Vá pegar uma cerveja.
5308,Go to bed now.,Vá para a cama agora!
5309,Go without me.,Vá sem mim.
5310,God bless you!,Deus vos abençoe!
5311,God bless you!,Deus te abençoe!
5312,God bless you!,Que Deus te abençoe.
5313,God bless you.,Que Deus vos abençoe.
5314,Guess who won.,Adivinha quem ganhou?
5315,Hang in there.,Aguenta aí.
5316,Hang on tight!,Segure-se firme!
5317,Hang on tight!,Segurem firme!
5318,Have a cookie.,Come um biscoito.
5319,Have him come.,Diga-lhe que venha.
5320,Have him come.,Ele tem que vir.
5321,Have him come.,Tomara que ele venha.
5322,Have him come.,Mande-o vir.
5323,Have patience.,Tenha paciência.
5324,Have patience.,Seja paciente.
5325,Have some ham.,Tome um pouco de presunto.
5326,Have some ham.,Pegue um pouco de presunto.
5327,Have some tea.,Beba um pouco de chá.
5328,He advises us.,Ele nos orienta.
5329,He came first.,Ele chegou primeiro.
5330,He can't swim.,Ele não sabe nadar.
5331,He cheated me.,Ele me enganou.
5332,He dug a hole.,Ele cavou um buraco.
5333,He eats a lot.,Ele come muito.
5334,He felt tired.,Sentia-se cansado.
5335,He grows rice.,Ele cultiva arroz.
5336,He has a blog.,Ele tem um blog.
5337,He has a book.,Ele tem um livro.
5338,He has a maid.,Ele tem uma empregada.
5339,He has braces.,Ele usa aparelho.
5340,He hugged her.,Ele a abraçou.
5341,He ignored me.,Ele me ignorou.
5342,He is English.,Ele é inglês.
5343,He is a thief.,Ele é um ladrão.
5344,He is my boss.,Ele é meu patrão.
5345,He is my boss.,Ele é meu chefe.
5346,He is my type!,Ele é meu tipo!
5347,He is no fool.,Ele não está louco.
5348,He is no fool.,Ele não é idiota.
5349,He is no fool.,Ele não é bobo.
5350,He is reading.,Ele está lendo.
5351,He is too old.,Ele é muito velho.
5352,He kissed her.,Ele a beijou.
5353,He lied to me.,Ele mentiu para mim.
5354,He lied to us.,Ele mentiu para nós.
5355,He liked that.,Ele gostou disso.
5356,He liked that.,Ele gostou daquilo.
5357,He looks pale.,Ele parece pálido.
5358,He looks well.,Ele parece bem.
5359,He loves them.,Ele os ama.
5360,He loves them.,Ele as ama.
5361,He loves toys.,Ele adora brinquedos.
5362,He seems kind.,Ele parece ser gentil.
5363,He seems sick.,Ele parece doente.
5364,He sells cars.,Ele vende carros.
5365,He shot at me.,Ele atirou em mim.
5366,He talks well.,Ele fala bem.
5367,He talks well.,Ele fala bonito.
5368,He tries hard.,Ele se esforça muito.
5369,He walks fast.,Ele anda rápido.
5370,He wants more.,Ele quer mais.
5371,He was crying.,Ele estava chorando.
5372,He was crying.,Ele estava a chorar.
5373,He went blind.,Ele ficou cego.
5374,He went blind.,Ficou cego.
5375,He won't know.,Ele não vai saber.
5376,He's a sexist.,Ele é sexista.
5377,He's adorable.,Ele é adorável.
5378,He's in Tokyo.,Ele está em Tóquio.
5379,He's not sick.,Ele não está doente.
5380,He's not sick.,Ele não está enfermo.
5381,He's so young.,Ele é tão jovem.
5382,He's studying.,Ele está estudando.
5383,He's studying.,Está estudando.
5384,He's too busy.,Ele está muito ocupado.
5385,He's very ill.,Ele está muito doente.
5386,Help yourself.,Sirva-se.
5387,Help yourself.,Serve-te.
5388,Help yourself.,Sirvam-se.
5389,Here he comes.,Lá vem ele.
5390,Here or to go?,Pra viagem ou pra comer aqui?
5391,Here or to go?,É para comer aqui ou para levar?
5392,Here or to go?,Para viagem ou para comer aqui?
5393,Here or to go?,É pra comer aqui ou para levar?
5394,Here's $10.00.,Aqui estão $10.
5395,"Hey, don't go.","Ei, não vá!"
5396,"Hi, everybody.","Olá, pessoal."
5397,His nose bled.,O seu nariz sangrava.
5398,Hold on a sec.,Só um segundinho.
5399,Hold on to me.,Segure-se em mim.
5400,Hold the door.,Segure a porta.
5401,Hold the rope.,Segure a corda.
5402,Hold the rope.,Segurem a corda.
5403,How about you?,E você?
5404,How about you?,"E você, como vai?"
5405,How beautiful!,Que bonito!
5406,How beautiful!,Que bonita!
5407,How can I pay?,Como posso pagar?
5408,How delicious!,Que delicioso!
5409,How delicious!,Que delícia!
5410,How did it go?,Como foi?
5411,How do I look?,Como estou?
5412,How do you do?,Como você está?
5413,How do you do?,Como vai?
5414,How far is it?,A que distância está?
5415,How far is it?,Quão distante é?
5416,How late am I?,Estou muito atrasado?
5417,How many died?,Quantas pessoas morreram?
5418,How many died?,Quantos morreram?
5419,How old is he?,Quantos anos ele tem?
5420,How old is he?,Qual é a idade dele?
5421,How thrilling!,Que emocionante!
5422,How wonderful!,Que maravilha!
5423,How wonderful!,Maravilhoso!
5424,How's the dog?,Como o cachorro está?
5425,"Hurry up, Tom.","Apresse-se, Tom."
5426,I accept that.,Eu o aceito.
5427,I already ate.,Eu já comi.
5428,I always lose.,Eu sempre perco.
5429,I always walk.,Eu sempre caminho.
5430,I am American.,Eu sou americano.
5431,I am American.,Eu sou norte-americano.
5432,I am Japanese.,Sou japonesa.
5433,I am Japanese.,Sou japonês.
5434,I am Japanese.,Eu sou japonês.
5435,I am a Muslim.,Sou muçulmano.
5436,I am a Muslim.,Sou muçulmana.
5437,I am a runner.,Eu sou corredor.
5438,I am all ears.,Sou todo ouvidos.
5439,I am divorced.,Sou divorciado.
5440,I am in Paris.,Estou em Paris.
5441,I am in Paris.,Eu estou em Paris.
5442,I am like him.,Eu sou como ele.
5443,I am studying.,Estou estudando.
5444,I am studying.,Estou a estudar.
5445,I am studying.,Eu estou a estudar.
5446,I am very sad.,Estou muito triste.
5447,I am very sad.,Eu estou muito triste.
5448,I am who I am.,Sou o que sou.
5449,I ate a donut.,Eu comi uma rosquinha.
5450,I ate quickly.,Eu comi rápido.
5451,I believe Tom.,Acredito no Tom.
5452,I believe Tom.,Eu acredito no Tom.
5453,I believe you.,Eu acredito em você.
5454,I believe you.,Eu acredito em vocês.
5455,I believe you.,Acredito em você.
5456,I belong here.,Meu lugar é aqui.
5457,I bribed them.,Eu os subornei.
5458,I burned them.,Queimei-os.
5459,I burned them.,Queimei-as.
5460,I came by bus.,Eu vim de ônibus.
5461,I came by bus.,Vim de ônibus.
5462,I came by car.,Eu vim de carro.
5463,I can be good.,Eu posso ser bom.
5464,I can do that.,Eu posso fazer isso.
5465,I can do this.,Eu posso fazê-lo.
5466,I can do this.,Eu consigo fazer isto.
5467,I can feel it.,Posso senti-lo.
5468,I can feel it.,Posso senti-la.
5469,I can make it.,Posso fazê-lo.
5470,I can't do it.,Não posso fazer isso.
5471,I can't sleep.,Não consigo dormir.
5472,I can't sleep.,Eu não consigo dormir.
5473,I can't sleep.,Eu não posso dormir.
5474,I can't sleep.,Não posso dormir.
5475,I can't smoke.,Eu não posso fumar.
5476,I can't smoke.,Não posso fumar.
5477,I contributed.,Eu contribuí.
5478,I cough a lot.,Eu tusso muito.
5479,I cried a lot.,Eu chorei muito.
5480,I cried today.,Eu chorei hoje.
5481,I despise Tom.,Eu desprezo o Tom.
5482,I did my best.,Eu fiz o meu melhor.
5483,I did my best.,Fiz o meu melhor.
5484,I did my best.,Fiz o melhor que me foi possível.
5485,I did my best.,Fiz o melhor que pude.
5486,I did my part.,Eu fiz a minha parte.
5487,I did nothing.,Eu não fiz nada.
5488,I did see him.,Eu o vi.
5489,I didn't care.,Eu não me importo.
5490,I didn't help.,Eu não ajudei.
5491,I didn't help.,Eu nem ajudei.
5492,I didn't help.,Eu não ajudava.
5493,I didn't help.,Eu nem ajudava.
5494,I didn't know.,Eu não sabia.
5495,I didn't look.,Eu não olhei.
5496,I didn't sing.,Eu não cantei.
5497,I didn't swim.,Eu não nadei.
5498,I didn't vote.,Eu não votei.
5499,I do like Tom.,Eu gosto muito do Tom.
5500,I do like Tom.,Gosto muito do Tom.
5501,I do like Tom.,Faço como o Tom.
5502,I do like Tom.,Eu faço como o Tom.
5503,I do like you.,Eu gosto muito de você.
5504,I do like you.,Gosto muito de vocês.
5505,I do like you.,Gosto muito de você.
5506,I do like you.,Gosto de você de verdade.
5507,I do like you.,Eu gosto muito de vocês.
5508,I do like you.,Eu gosto de você de verdade.
5509,I do love you.,Eu te amo mesmo.
5510,I do not work.,Eu não trabalho.
5511,I do remember.,"Eu me lembro, sim."
5512,I do think so.,Eu acho que sim.
5513,I don't agree.,Não concordo.
5514,I don't agree.,Eu discordo.
5515,I don't dream.,Eu não sonho.
5516,I don't drink.,Eu não bebo.
5517,I don't smoke.,Eu não fumo.
5518,I don't snore.,Eu não ronco.
5519,I don't study.,Eu não estudo.
5520,I dream a lot.,Eu sonho bastante.
5521,I dream a lot.,Eu sonho muito.
5522,I dream a lot.,Sonho muito.
5523,I drink a lot.,Eu bebo muito.
5524,I drive a lot.,Eu dirijo muito.
5525,I eat chicken.,Eu como frango.
5526,I eat chicken.,Como frango.
5527,I enjoy chess.,Eu gosto de jogar xadrez.
5528,I enjoy music.,Eu gosto de música.
5529,I exaggerated.,Eu exagerei.
5530,I fear no one.,Eu não temo ninguém.
5531,I feel better.,Eu me sinto melhor.
5532,I feel guilty.,Me sinto culpado.
5533,I feel hungry.,Estou com fome!
5534,I feel it now.,Agora o sinto.
5535,I feel it now.,Agora estou sentindo.
5536,I feel lonely.,Sinto-me sozinho.
5537,I feel lonely.,Sinto-me sozinha.
5538,I feel my age.,Eu sinto o peso da idade.
5539,I feel normal.,Eu me sinto normal.
5540,I feel queasy.,Sinto-me enjoado.
5541,I feel queasy.,Sinto-me nauseado.
5542,I feel sleepy.,Estou com sono.
5543,I feel strong.,Eu me sinto forte.
5544,I feel strong.,Me sinto forte.
5545,I feel unwell.,Eu não estou me sentindo bem.
5546,I fell asleep.,Eu adormeci.
5547,I fell for it.,Eu mordi a isca.
5548,I felt guilty.,Eu me senti culpado.
5549,I felt hungry.,Eu fiquei com fome.
5550,I felt hungry.,Fiquei com fome.
5551,I felt lonely.,Me senti sozinho.
5552,I felt lonely.,Senti-me só.
5553,I felt lonely.,Eu me senti sozinho.
5554,I fight badly.,Eu luto mal.
5555,I finally won.,Eu finalmente venci.
5556,I finally won.,Eu finalmente ganhei.
5557,I fired first.,Eu atirei primeiro.
5558,I forgave Tom.,Eu perdoei Tom.
5559,I forgive you.,Eu te perdoo.
5560,I fought hard.,Eu lutei muito.
5561,I fought hard.,Eu lutei duro.
5562,I found a job.,Eu encontrei um emprego.
5563,I found a job.,Encontrei um emprego.
5564,I found these.,Eu encontrei isto.
5565,I got a bonus.,Ganhei um bônus.
5566,I got excited.,Eu fiquei empolgado.
5567,I got excited.,Eu fiquei empolgada.
5568,I got furious.,Fiquei furioso.
5569,I got injured.,Eu me machuquei.
5570,I got injured.,Me machuquei.
5571,I got it free.,Eu consegui gratuitamente.
5572,I got it free.,Consegui gratuitamente.
5573,I got jealous.,Eu fiquei com ciúmes.
5574,I got jealous.,Eu fiquei com ciúme.
5575,I got married.,Eu me casei.
5576,I got stabbed.,Eu fui apunhalado.
5577,I got the job.,Eu consegui o emprego.
5578,I got thirsty.,Eu fiquei com sede.
5579,I had an idea.,Tive uma ideia.
5580,I had no clue.,Eu não fazia ideia.
5581,I had to hide.,Eu tive de me esconder.
5582,I had to stop.,Eu tive de parar.
5583,I had to stop.,Eu tive que parar.
5584,I hate Boston.,Eu odeio Boston.
5585,I hate French.,Eu detesto o francês.
5586,I hate French.,Eu odeio francês.
5587,I hate celery.,Eu detesto salsão.
5588,I hate coffee.,Eu detesto café.
5589,I hate crowds.,Eu odeio multidões.
5590,I hate flying.,Eu odeio voar.
5591,I hate garlic.,Eu odeio alho.
5592,I hate garlic.,Odeio alho.
5593,I hate losing.,Eu odeio perder.
5594,I hate my job.,Eu odeio o meu emprego.
5595,I hate my job.,Odeio meu emprego.
5596,I hate school.,Eu detesto a escola.
5597,I hate soccer.,Eu odeio futebol.
5598,I hate soccer.,Odeio o futebol.
5599,I hate soccer.,Odeio futebol.
5600,I hate winter.,Detesto o inverno.
5601,I hated lying.,Eu detestava mentir.
5602,I have a blog.,Eu tenho um blog.
5603,I have a boat.,Eu tenho um barco.
5604,I have a bomb.,Eu tenho uma bomba.
5605,I have a bomb.,Tenho uma bomba.
5606,I have a book.,Eu tenho um livro.
5607,I have a cold.,Estou resfriado.
5608,I have a date.,Eu tenho um encontro.
5609,I have a date.,Tenho um encontro.
5610,I have a plan.,Eu tenho um plano.
5611,I have a plan.,Tenho um plano.
5612,I have a ring.,Eu tenho um anel.
5613,I have a ring.,Tenho um anel.
5614,I have a twin.,Tenho um irmão gêmeo.
5615,I have a twin.,Tenho uma irmã gêmea.
5616,I have a visa.,Tenho um visto.
5617,I have a visa.,Eu tenho um visto.
5618,I have a wife.,Eu tenho uma esposa.
5619,I have cancer.,Eu tenho câncer.
5620,I have doubts.,Estou em dúvida.
5621,I have failed.,Eu fracassei.
5622,I have had it.,"Para mim, chega."
5623,I have orders.,Eu tenho ordens.
5624,I have rights.,Eu tenho direitos.
5625,I have sinned.,Eu pequei.
5626,I have sinned.,Eu já pequei.
5627,I have to eat.,Eu tenho de comer.
5628,I have to win.,Eu tenho que vencer.
5629,I hear voices.,Escuto vozes.
5630,I hurt myself.,Eu me machuquei.
5631,I just did it.,Acabo de fazê-lo.
5632,I just got up.,Eu acordei agora.
5633,I just got up.,Eu me levantei nesse exato momento.
5634,I just smiled.,Eu só sorri.
5635,I know people.,Eu conheço pessoas.
5636,I know things.,Eu sei de coisas.
5637,I let Tom win.,Eu deixei Tom vencer.
5638,I lied to Tom.,Eu menti para o Tom.
5639,I lied to Tom.,Menti para o Tom.
5640,I like Boston.,Gosto de Boston.
5641,I like Boston.,Eu gosto de Boston.
5642,I like French.,Eu gosto de francês.
5643,I like apples.,Eu gosto de maçã.
5644,I like cheese.,Eu gosto de queijo.
5645,I like cheese.,Gosto de queijo.
5646,I like coffee.,Eu gosto de café.
5647,I like garlic.,Eu gosto de alho.
5648,I like grapes.,Eu gosto de uvas.
5649,I like horses.,Eu gosto de cavalos.
5650,I like horses.,Gosto de cavalos.
5651,I like movies.,Eu gosto de filmes.
5652,I like my job.,Gosto do meu trabalho.
5653,I like my job.,Eu gosto do meu emprego.
5654,I like my job.,Eu gosto do meu trabalho.
5655,I like poetry.,Eu gosto de poesia
5656,I like poetry.,Gosto de poesia
5657,I like reggae.,Eu gosto de reggae.
5658,I like school.,Gosto da escola.
5659,I like school.,Eu gosto da escola.
5660,I like sewing.,Eu gosto de costurar.
5661,I like skiing.,Eu gosto de esquiar.
5662,I like sports.,Eu gosto de esporte.
5663,I like spring.,Eu gosto da primavera.
5664,I like sweets.,Eu gosto de doces.
5665,I like tennis.,Eu gosto de tênis.
5666,I like to eat.,Gosto de comer.
5667,I like to eat.,Eu gosto de comer.
5668,I like to run.,Eu gosto de correr.
5669,I like trains.,Gosto de trens.
5670,I like trains.,Adoro trens.
5671,I like trains.,Eu gosto de trens.
5672,I like winter.,Eu gosto do inverno.
5673,I like winter.,Eu amo o inverno.
5674,I lost my hat.,Eu perdi meu chapéu.
5675,I lost my key.,Eu perdi a chave.
5676,I lost my way.,Eu me perdi.
5677,I love Boston.,Eu amo Boston.
5678,I love Boston.,Adoro Boston.
5679,I love French.,Eu adoro francês.
5680,I love French.,Adoro francês.
5681,I love French.,Amo francês.
5682,I love French.,Amo a língua francesa.
5683,I love Monday!,Eu amo segunda-feira!
5684,I love Monday!,Eu amo a segunda-feira!
5685,I love Monday!,Amo a segunda-feira!
5686,I love apples.,Eu amo maçãs.
5687,I love autumn.,Eu adoro o outono.
5688,I love cheese.,Eu adoro queijo.
5689,I love coffee.,Eu amo café.
5690,I love coffee.,Eu adoro café.
5691,I love garlic.,Eu adoro alho.
5692,I love horses.,Eu adoro cavalos.
5693,I love melons.,Eu amo melões.
5694,I love melons.,Eu adoro melões.
5695,I love movies.,Eu adoro filmes.
5696,I love my cat.,Eu amo meu gato.
5697,I love my dad.,Eu amo o meu pai.
5698,I love my dog.,Eu amo meu cachorro.
5699,I love my job.,Eu amo meu trabalho.
5700,I love my job.,Eu amo o meu trabalho.
5701,I love my son.,Eu amo o meu filho.
5702,I love sports.,Eu gosto de desportos.
5703,I love summer.,Eu adoro o verão.
5704,I love trains.,Adoro trens.
5705,I love trains.,Eu adoro trens.
5706,I love winter.,Eu amo o inverno.
5707,I made a deal.,Eu fiz um negócio.
5708,I made a list.,Eu fiz uma lista.
5709,I made coffee.,Eu fiz café.
5710,I made dinner.,Fiz o jantar.
5711,I made him go.,Eu o fiz ir.
5712,I made supper.,Fiz o jantar.
5713,I miss Boston.,Eu tenho saudades de Boston.
5714,I miss Boston.,Tenho saudades de Boston.
5715,I miss Boston.,Sinto saudades de Boston.
5716,I miss Boston.,Eu sinto saudades de Boston.
5717,I must go out.,Eu tenho que sair.
5718,I must go out.,Eu devo sair.
5719,I need a bath.,Preciso de uma ducha.
5720,I need a bath.,Preciso de um banho.
5721,I need a bath.,Eu preciso de um banho.
5722,I need a bath.,Eu preciso de uma ducha.
5723,I need a coat.,Preciso de um casaco.
5724,I need a hand.,Preciso de ajuda.
5725,I need a hand.,Preciso de uma mão.
5726,I need a hand.,Eu preciso de ajuda.
5727,I need a hand.,Eu preciso de uma mão.
5728,I need a lamp.,Preciso de uma lâmpada.
5729,I need a loan.,Eu preciso de um empréstimo.
5730,I need a plan.,Eu preciso de um plano.
5731,I need a rest.,Eu preciso de um descanso.
5732,I need a rest.,Preciso de um descanso.
5733,I need a ride.,Preciso de uma carona.
5734,I need a week.,Preciso de uma semana.
5735,I need a week.,Eu preciso de uma semana.
5736,I need advice.,Eu preciso de aconselhamento.
5737,I need coffee.,Preciso de café.
5738,I need it now.,Eu preciso disso agora.
5739,I need it now.,Preciso disso agora.
5740,I need it now.,Preciso agora.
5741,I need to try.,Preciso tentar.
5742,I need to try.,Eu preciso tentar.
5743,I needed this.,Eu precisava disto.
5744,I needed this.,Eu estava precisando disto.
5745,I needed this.,Eu precisei disto.
5746,I never drink.,Eu nunca bebo.
5747,I never worry.,Eu nunca me preocupo.
5748,I never worry.,Não me preocupo nunca.
5749,I owe you $30.,Devo-lhe trinta dólares.
